0	4.18648
1	5.98104
2	4.57519
3	4.36820
4	4.74558
5	5.87693
6	5.13890
7	4.86355
8	3.35647
9	4.05521
10	4.32412
11	5.20383
12	1.16372
13	1.82477
14	6.62628
15	2.43910
17	4.10939
16	3.61591
19	5.48412
18	3.11081
21	4.00964
20	5.11468
23	4.90223
22	5.11507
25	3.04003
24	2.84254
27	2.91735
26	3.37072
29	5.87014
28	1.87597
31	3.29636
30	3.38103
34	5.34623
35	2.82500
32	4.95180
33	4.23729
38	3.49380
39	1.60944
36	6.62279
37	5.21883
42	3.48753
43	2.60015
40	1.56071
41	3.68789
46	0.796312
47	2.39358
44	3.60365
45	4.63336
51	3.93523
50	3.76846
49	0.500402
48	2.90134
55	1.94850
54	2.55751
53	3.10957
52	4.09590
59	4.85358
58	6.32603
57	4.97837
56	4.01790
63	1.74787
62	3.73412
61	1.86045
60	4.80781
68	2.81520
69	1.60944
70	1.77367
71	2.54004
64	2.94826
65	2.30462
66	2.56495
67	1.15374
76	2.90294
77	2.36938
78	2.73634
79	2.06426
72	2.07944
73	3.03931
74	2.07944
75	1.56071
85	2.16396
84	1.79176
87	5.49668
86	6.12372
81	2.52321
80	3.22296
83	3.93648
82	1.79176
93	2.56495
92	2.85710
95	2.16396
94	3.31667
89	6.05358
88	6.21453
91	6.19804
90	1.30309
102	6.78440
103	5.71368
100	5.69548
101	1.79176
98	2.96496
99	2.50529
96	3.40790
97	6.54231
110	2.28927
111	3.52546
108	2.19722
109	3.56153
106	3.20609
107	3.76097
104	2.31002
105	5.12994
119	2.90370
118	2.85114
117	2.80299
116	3.00080
115	3.94887
114	3.40000
113	4.18114
112	3.93325
127	1.97300
126	2.96502
125	3.76953
124	1.94591
123	3.01122
122	5.12224
121	2.86801
120	4.16356
137	3.27042
136	3.16342
139	6.44678
138	3.90492
141	6.03987
140	4.66470
143	3.68869
142	5.93968
129	2.07944
128	3.54471
131	1.90615
130	1.60944
133	1.52815
132	3.28269
135	2.36938
134	5.02301
152	3.60114
153	2.88677
154	3.12274
155	4.49547
156	6.84784
157	3.25610
158	5.99914
159	5.70759
144	4.40625
145	5.25279
146	6.11753
147	6.76093
148	4.87901
149	5.79667
150	6.66369
151	4.06526
171	3.43583
170	2.57962
169	5.05356
168	5.93985
175	2.14395
174	3.73480
173	3.44550
172	2.92415
163	2.24362
162	6.49822
161	5.71168
160	3.44972
167	4.05276
166	1.27440
165	6.34499
164	5.61029
186	2.78779
187	4.83833
184	2.04319
185	2.58490
190	2.08871
191	2.90577
188	3.34788
189	5.29571
178	3.90074
179	5.22064
176	3.88630
177	4.04032
182	2.19722
183	2.93612
180	3.05136
181	3.35158
205	2.09635
204	1.60944
207	2.51266
206	1.24245
201	3.64204
200	1.63111
203	1.60944
202	2.76258
197	1.39068
196	4.27141
199	4.79198
198	4.96859
193	2.34199
192	1.89132
195	2.55536
194	1.79763
220	1.21489
221	0.720125
222	0.198515
223	1.33218
216	2.54593
217	4.91420
218	1.15374
219	1.62437
212	1.46637
213	1.63769
214	1.27303
215	2.90398
208	2.56495
209	3.11990
210	0.964087
211	2.51949
239	2.10287
238	4.00037
237	2.67129
236	2.12612
235	4.86276
234	1.14469
233	0.00000
232	0.154076
231	0.271189
230	2.77851
229	1.71722
228	0.00000
227	1.31347
226	1.47552
225	1.09861
224	1.79176
254	2.30259
255	1.33218
252	1.74787
253	5.04705
250	5.56183
251	2.55779
248	1.33218
249	6.59802
246	5.93322
247	3.19676
244	1.79176
245	2.13833
242	3.00167
243	1.33166
240	2.36938
241	4.26283
275	1.58577
274	1.99151
273	0.950271
272	1.46482
279	2.05663
278	2.79533
277	1.56155
276	1.38629
283	4.47975
282	5.58129
281	4.44582
280	4.05414
287	1.41630
286	1.93322
285	2.25026
284	0.00000
258	4.91916
259	3.56329
256	4.79023
257	5.41569
262	3.54746
263	2.48491
260	4.94661
261	6.16812
266	4.18481
267	4.38352
264	6.17980
265	4.85389
270	1.27703
271	2.82410
268	2.44794
269	2.17489
305	0.410116
304	0.796312
307	2.52321
306	1.00424
309	2.81520
308	3.20935
311	1.51938
310	1.73287
313	1.78292
312	0.867563
315	2.34718
314	2.96460
317	1.47508
316	0.500402
319	4.82093
318	2.07944
288	0.673012
289	1.98599
290	2.52001
291	2.23795
292	1.29859
293	2.11609
294	3.16547
295	1.33218
296	2.81863
297	0.00000
298	0.264052
299	2.32900
300	1.05472
301	4.05329
302	3.43973
303	2.16396
343	0.410116
342	1.52992
